edge_id,from_row,from_col,to_row,to_col,edge_length_m,cum_distance_m,direction_deg,dz_m,elevation_start_m,elevation_end_m,alpha_parallel_deg,alpha_cross_deg,unit_cost,edge_cost
1,646,778,647,778,28.80030091600653,28.80030091600653,90.0,15.0,3847.0,3862.0,29.054349955806135,9.364740730672915,5.025520257273298,144.73649566895753
2,647,778,648,778,28.80030091600653,57.60060183201306,90.0,17.0,3862.0,3879.0,30.529732054107576,14.89222369177196,5.914094278538535,170.32769486754236
3,648,778,649,778,28.80030091600653,86.40090274801959,90.0,19.0,3879.0,3898.0,30.529732054107576,20.025915750481808,6.369361763920888,183.43953544382774
4,649,778,650,779,40.729776155842714,127.1306789038623,45.0,21.0,3898.0,3919.0,27.901793824884564,4.5417174363374055,4.656119152985619,189.64269085603624
5,650,779,651,780,40.729776155842714,167.86045505970503,45.0,25.0,3919.0,3944.0,28.395969416166928,2.457955495536123,4.726422049625587,192.50611209928948
6,651,780,652,781,40.729776155842714,208.59023121554776,45.0,24.0,3944.0,3968.0,28.98439874611494,4.562034648540552,4.891985069088367,199.24945682169394
7,652,781,653,782,40.729776155842714,249.3200073713905,45.0,16.0,3968.0,3984.0,26.128186405305502,7.672540344169702,4.263623271542183,173.65642146275493
8,653,782,654,783,40.729776155842714,290.0497835272332,45.0,23.0,3984.0,4007.0,25.835307020082674,13.424935510931064,4.634868440883874,188.77715410897991
9,654,783,655,784,40.729776155842714,330.77955968307595,45.0,12.0,4007.0,4019.0,19.149159372270386,16.73878440882234,3.7991663670051397,154.73919570692553
10,655,784,656,784,28.80030091600653,359.57986059908245,90.0,-2.0,4019.0,4017.0,-4.458797880706573,19.56037433629878,2.82361902168636,81.32107749672714
11,656,784,657,784,28.80030091600653,388.38016151508896,90.0,-5.0,4017.0,4012.0,-10.762704097504535,13.601383911493606,2.434700460178111,70.12010589346917
12,657,784,658,783,40.729776155842714,429.1099376709317,135.0,-14.0,4012.0,3998.0,-17.699607520910778,2.10787334640997,2.4194214050513057,98.54249225439415
13,658,783,659,783,28.80030091600653,457.9102385869382,90.0,-8.0,3998.0,3990.0,-14.121038700712456,7.327812201127042,2.2857753249630353,65.83101718531803
14,659,783,660,782,40.729776155842714,498.6400147427809,135.0,-9.0,3990.0,3981.0,-10.084058631643396,5.920019963096433,1.697861060960228,69.1535009566317
15,660,782,661,782,28.80030091600653,527.4403156587874,90.0,-1.0,3981.0,3980.0,-5.453952795838304,5.94504144683796,1.2928333515865893,37.23398955994304
16,661,782,662,781,40.729776155842714,568.1700918146302,135.0,0.0,3980.0,3980.0,-3.5040209852699795,5.601455003502891,1.2478119747453158,50.823102415956775
17,662,781,663,780,40.729776155842714,608.8998679704729,135.0,-10.0,3980.0,3970.0,-10.049575088662781,3.161809160906686,1.554410992729248,63.31081178804353
18,663,780,664,779,40.729776155842714,649.6296441263156,135.0,-9.0,3970.0,3961.0,-11.087271539730207,3.511891310032839,1.6334854762998514,66.53149780351306
19,664,779,665,778,40.729776155842714,690.3594202821583,135.0,-6.0,3961.0,3955.0,-10.084058631643394,3.1608613311325513,1.5125160280667087,61.60443925528136
20,665,778,666,777,40.729776155842714,731.0891964380011,135.0,-11.0,3955.0,3944.0,-9.393321532841435,2.460171093620329,1.4441947987050214,58.82173087668785
21,666,777,667,777,28.80030091600653,759.8894973540076,90.0,0.0,3944.0,3944.0,-2.4850236099705114,6.928978666267095,1.2413702158414635,35.751835764402124
22,667,777,668,776,40.729776155842714,800.6192735098504,135.0,8.0,3944.0,3952.0,6.632127137231064,4.5579567997666945,1.3435318520108304,54.72175159064592
23,668,776,669,775,40.729776155842714,841.3490496656931,135.0,-1.0,3952.0,3951.0,2.0714525752509245,6.281519048844994,1.5068135195084986,61.37217735817869
24,669,775,670,774,40.729776155842714,882.0788258215358,135.0,0.0,3951.0,3951.0,-1.0482573126873833,7.331662387352706,1.359344722822368,55.36580627918111
25,670,774,671,773,40.729776155842714,922.8086019773785,135.0,2.0,3951.0,3953.0,2.810779182006399,4.211952499414398,1.1180063873597632,45.53614989796554
26,671,773,672,772,40.729776155842714,963.5383781332213,135.0,-1.0,3953.0,3952.0,0.351347063665269,3.86249939841891,1.0810511916531618,44.0309730490403
27,672,772,673,771,40.729776155842714,1004.268154289064,135.0,-1.0,3952.0,3951.0,-3.158967368462772,4.5620346485405525,1.1504899240409014,46.8591970757384
28,673,771,674,770,40.729776155842714,1044.9979304449066,135.0,-6.0,3951.0,3945.0,-6.989384583927345,4.211952499414399,1.3159047243946946,53.59650486701181
29,674,770,675,769,40.729776155842714,1085.7277066007493,135.0,-8.0,3945.0,3937.0,-9.06728141831865,3.512417249292756,1.418428358311236,57.77226952711611
