实验,pair_id,roi_id,scenario,模型,模型代码,邻域数,起点_row,起点_col,终点_row,终点_col,路径总代价_J,路径长度_L_m,平均单位距离代价_J除以L,绕行率_L除以D,路径节点数,是否找到路径,profile_edges,path_length_profile_m,risk_weighted_distance_J,mean_unit_cost_weighted,elevation_gain_m,elevation_loss_m,net_elevation_change_m,uphill_edge_count,downhill_edge_count,flat_edge_count,uphill_length_m,uphill_length_ratio,downhill_length_m,downhill_length_ratio,flat_length_m,flat_length_ratio,mean_uphill_angle_deg,mean_downhill_angle_abs_deg,mean_abs_longitudinal_angle_deg,max_uphill_angle_deg,max_downhill_angle_abs_deg,mean_cross_angle_deg,median_cross_angle_deg,q90_cross_angle_deg,max_cross_angle_deg,cross_exposure_len_gt_8p0deg_m,cross_exposure_ratio_gt_8p0deg,cross_exposure_count_gt_8p0deg,cross_exposure_len_gt_10p0deg_m,cross_exposure_ratio_gt_10p0deg,cross_exposure_count_gt_10p0deg,cross_exposure_len_gt_12p0deg_m,cross_exposure_ratio_gt_12p0deg,cross_exposure_count_gt_12p0deg,cross_exposure_len_gt_15p0deg_m,cross_exposure_ratio_gt_15p0deg,cross_exposure_count_gt_15p0deg,uphill_exposure_len_gt_5p0deg_m,uphill_exposure_ratio_gt_5p0deg,uphill_exposure_count_gt_5p0deg,uphill_exposure_len_gt_10p0deg_m,uphill_exposure_ratio_gt_10p0deg,uphill_exposure_count_gt_10p0deg,uphill_exposure_len_gt_15p0deg_m,uphill_exposure_ratio_gt_15p0deg,uphill_exposure_count_gt_15p0deg,downhill_exposure_len_gt_5p0deg_m,downhill_exposure_ratio_gt_5p0deg,downhill_exposure_count_gt_5p0deg,downhill_exposure_len_gt_10p0deg_m,downhill_exposure_ratio_gt_10p0deg,downhill_exposure_count_gt_10p0deg,downhill_exposure_len_gt_15p0deg_m,downhill_exposure_ratio_gt_15p0deg,downhill_exposure_count_gt_15p0deg,turn_count,total_turn_angle_deg,mean_turn_angle_deg,max_turn_angle_deg
情景路径风险暴露,7,2,upslope_downslope,Ours 纵坡+横坡非补偿模型,Ours,8,781,766,658,913,12641.375428377793,6881.430855745913,1.8370271667879066,1.2465909512345243,201,True,200,6881.430855745906,12641.375428377793,1.8370271667879081,810.0,252.0,558.0,135,43,22,4711.174415209579,0.684621340237083,1405.4255927459876,0.20423450038337235,764.8308477903419,0.11114415937954501,7.756682563197293,6.5453396771300465,6.701108221089622,56.295625762033765,31.016782599505355,7.171225318964639,6.887456795215711,11.270792079889564,30.169288600008056,2241.8332919753466,0.32578010866787166,65,1146.2228845019285,0.1665675218613651,34,479.7224146994426,0.06971259680664822,15,242.33188256788844,0.035215333503721025,8,2747.461431521629,0.3992572895254094,78,913.7737028067088,0.13278832875923174,28,230.40240732805225,0.03348175868622864,8,467.7929394596063,0.06797902198915583,15,237.3905321315543,0.03449726330292722,7,179.7899302995412,0.026126823631370054,5,91,4095.0,20.57788944723618,45.0
情景路径风险暴露,8,2,diagonal_ne_sw,B0 静态坡度模型,B0,8,652,772,787,907,27027.32608100339,7780.3805072436235,3.473779470790746,1.4149954564269611,226,True,225,7780.3805072436135,27027.32608100339,3.4737794707907503,1356.0,1348.0,8.0,119,96,10,4119.145372915275,0.529427239333643,3349.3731746885996,0.4304896362806805,311.8619596397376,0.04008312438567638,16.979451307531672,18.86302592783613,17.135371654770704,36.595275135008755,43.07289138134552,8.698262680893286,6.982209286357216,18.48969622112572,33.746195288740175,3110.783669891876,0.3998241046174676,96,2357.8822973413708,0.30305488210327997,74,1906.9601835579347,0.24509857606354024,60,1225.6356624464463,0.15752901304831646,38,3459.633027916292,0.4446611608128084,99,2649.1310535337734,0.34048862405474967,75,2128.678862678488,0.2735957271879783,59,2805.062033353642,0.36053018624758787,80,2294.492543371025,0.2949074972920449,66,1901.171031419602,0.24435450549617624,54,74,3330.0,14.866071428571429,45.0
情景路径风险暴露,8,2,diagonal_ne_sw,B1 仅纵坡方向模型,B1,8,652,772,787,907,16466.899641462835,9099.901827980391,1.809568933021935,1.6549730091652524,283,True,282,9099.901827980408,16466.899641462824,1.8095689330219307,1218.0,1210.0,8.0,144,131,7,4672.140242457733,0.5134275435908353,4214.2300038707945,0.463107194290038,213.5315816518819,0.02346526211912686,13.510700179667543,14.942873485687935,13.872574681397717,25.09285433227552,29.03195229250938,29.182237529483235,32.55227285302706,40.062123975898906,46.53477134284343,8682.721365549314,0.9541554985628147,270,8433.401358177922,0.9267573999806099,263,8191.069475610034,0.900127235485564,255,7711.34706091059,0.8474099178960057,240,4348.348807578159,0.47784568336856575,134,3480.2462313636265,0.3824487667177413,108,1959.6194349536136,0.21534511822184382,61,3890.438568991219,0.42752533406776827,121,3283.585475387915,0.36083746148684104,102,2215.927567128506,0.2435111508912068,67,99,9135.0,32.50889679715303,135.0
情景路径风险暴露,8,2,diagonal_ne_sw,Ours 纵坡+横坡非补偿模型,Ours,8,652,772,787,907,25131.190656818126,8664.154936469142,2.900593403637783,1.5757249735368475,260,True,259,8664.154936469145,25131.19065681813,2.900593403637782,1425.0,1417.0,8.0,151,100,8,4921.460249829123,0.5680254203573533,3488.433328832298,0.4026282256505814,254.2613578077246,0.029346353992065418,15.26355649719876,19.169438597313096,16.40471818683621,38.901859343288535,45.76504722651191,7.4071675241113155,6.415171872511352,14.777953836218085,27.90019918151043,3088.9714937793706,0.35652311349803745,94,2203.998091888669,0.2543811956330102,67,1700.4167267095547,0.19625880875608118,52,868.1025762145316,0.10019471980591158,26,4405.949409410172,0.5085261565285101,136,3410.7161542917775,0.3936582597265657,106,2312.211170749194,0.2668709398324168,72,2862.662635185655,0.3304029828848213,82,2352.093145203038,0.2714740401631799,68,1992.513284603956,0.22997202834139918,58,85,3870.0,15.0,90.0
情景路径风险暴露,9,2,diagonal_nw_se,B0 静态坡度模型,B0,8,652,907,787,772,13664.536374677135,6562.5807713026725,2.0821894390131406,1.1935177161557626,192,True,191,6562.580771302667,13664.536374677135,2.0821894390131424,357.0,804.0,-447.0,45,125,21,1403.3788183788197,0.21384556888284212,4435.10088128935,0.6758165782406036,724.1010716344991,0.11033785287655448,10.897995322378248,8.717665551848764,8.278598533977961,35.70594515068592,31.790127685610038,8.525380893217333,7.662478014502964,15.060193073233773,27.86676105399794,2935.08728832667,0.4472458916104217,87,1961.6662093207815,0.29891688615839956,59,1213.7061872066101,0.18494342843199635,38,652.524220195482,0.09943103832700813,21,587.9354935599669,0.08958906778426777,20,530.3348917279537,0.08081194124833342,18,472.7342898959407,0.07203481471239909,16,2816.991508593478,0.42925056570912234,80,1314.0833395616337,0.20023880624950985,39,654.5709945626497,0.09974292391569574,19,88,3960.0,20.842105263157894,45.0
情景路径风险暴露,9,2,diagonal_nw_se,B1 仅纵坡方向模型,B1,8,652,907,787,772,8192.37717890269,6403.755215413637,1.2793082969792313,1.1646325684771577,184,True,183,6403.755215413632,8192.377178902698,1.2793082969792335,258.0,705.0,-447.0,38,127,18,1261.424088165955,0.19698193415165963,4456.9130574018545,0.6959842947578959,685.4180698458242,0.10703377109044472,9.545817063600955,8.034811870862981,7.5126083077936245,24.00493890896272,28.097775986804763,15.702015960692567,13.100275635123984,27.884590000543373,46.8742088091941,4777.809916212262,0.746095026354572,134,4075.5210206902666,0.6364267345635916,115,3390.102950844442,0.5293929634731468,97,2850.733159945819,0.4451658541045098,82,693.2539963513248,0.10825741662996187,22,582.9941431236327,0.09103941726572944,19,403.2042128240913,0.0629637141428504,14,2850.7331599458184,0.44516585410450976,82,1434.225893661994,0.22396638307002406,44,486.7105395029447,0.07600392631052608,14,62,3015.0,16.565934065934066,135.0
情景路径风险暴露,9,2,diagonal_nw_se,Ours 纵坡+横坡非补偿模型,Ours,8,652,907,787,772,12488.642807041353,6787.194026492394,1.8400303215577076,1.234367483753996,194,True,193,6787.194026492387,12488.64280704136,1.8400303215577107,403.0,850.0,-447.0,42,131,20,1412.4137175494895,0.2080997997164114,4667.550062984568,0.6876995183526162,707.2302459583287,0.10420068193097234,12.104109829148763,8.961823579635196,8.734476789744251,38.495315165621356,31.790127685610038,7.084102339678678,6.649712316190274,11.607924564638054,27.86676105399794,2138.5615635511563,0.3150877306886661,61,1182.011310221437,0.17415316338500184,34,589.9822679271347,0.08692579961973428,18,352.5917357955803,0.05194955889271951,11,700.2421211548267,0.10317107753536713,21,556.240616574794,0.08195442982823617,16,469.83971382677436,0.06922444120395758,13,3090.17046644454,0.45529425774225823,87,1493.873269861175,0.22010174809061805,44,695.3007707184925,0.1024430372852952,20,98,4410.0,22.96875,45.0
情景路径风险暴露,10,2,random_far_1,B0 静态坡度模型,B0,8,716,801,798,750,6466.492685808072,3536.1512297916397,1.828681033584951,1.2714795643026806,101,True,100,3536.151229791643,6466.492685808071,1.8286810335849493,65.0,505.0,-440.0,14,77,9,438.9926385435999,0.12414419237648562,2802.167457284476,0.7924342809992279,294.9911339635673,0.08342152662428658,4.466916565818019,8.233614867891616,7.127565227969404,9.823549724983218,39.29764029659539,7.278575430873877,6.876442387811807,13.465061590239683,19.58938599480709,1100.5517579097518,0.3112287021657155,32,690.3594202821585,0.1952290429396697,19,457.9102385869382,0.1294939635864836,13,196.66075597571157,0.055614351082857734,6,196.66075597571154,0.05561435108285773,6,0.0,0.0,0,0.0,0.0,0,1781.028477319242,0.5036629831649434,49,666.5004698024861,0.18848189075945082,19,208.59023121554773,0.05898792717296717,6,57,2565.0,25.90909090909091,45.0
情景路径风险暴露,10,2,random_far_1,B1 仅纵坡方向模型,B1,8,716,801,798,750,4026.8132615276236,3003.76956369652,1.3405866116347882,1.0800532465743962,85,True,84,3003.769563696521,4026.813261527625,1.3405866116347882,44.0,484.0,-440.0,11,64,9,352.59173579558035,0.11738308426085499,2368.1161691772104,0.7883814383760324,283.0616587237311,0.09423547736311294,5.441705817603157,10.341691215814445,8.834809999060125,13.363999348623452,31.261847834515677,22.34504024130154,18.442099938143237,44.35620044165985,58.46756160481084,2486.211948910402,0.8276972970758788,71,2375.95209568271,0.7909901359939204,68,2102.773137831648,0.7000447581750971,61,1795.8525286282443,0.5978662778706031,52,155.93097981986884,0.05191176503831935,5,69.53007707184925,0.023147606897742062,2,0.0,0.0,0,1910.2059305902721,0.6359362428053638,51,951.608902893385,0.3168048955534089,26,474.7810642631086,0.1580617468135039,14,22,990.0,11.927710843373495,45.0
情景路径风险暴露,10,2,random_far_1,Ours 纵坡+横坡非补偿模型,Ours,8,716,801,798,750,5736.994872638459,3560.010180271312,1.6115108053430445,1.2800584304170692,101,True,100,3560.010180271315,5736.99487263846,1.6115108053430434,69.0,509.0,-440.0,13,78,9,410.1923376275934,0.11522223725672938,2854.8267086801543,0.801915321619272,294.9911339635673,0.08286244112399854,3.98738431004037,8.545495771573327,7.368110610498183,9.823549724983218,39.29764029659539,6.745919458326164,6.541843302304635,11.777839452310685,17.557634090679947,932.6913028500469,0.2619911898058013,27,563.228741378296,0.15820986819070593,15,330.77955968307595,0.09291534094935273,9,139.0601541436985,0.03906172934963362,4,127.1306789038623,0.03571076274118223,4,0.0,0.0,0,0.0,0.0,0,1845.617203954757,0.5184303163464827,50,747.9600221141716,0.21010052899825363,21,261.24948261122665,0.07338447627453591,7,53,2385.0,24.09090909090909,45.0
情景路径风险暴露,11,3,contour_cross_slope,B0 静态坡度模型,B0,8,695,485,504,474,19484.66680234645,8107.417689155535,2.4033135517871616,1.4714080048339957,227,True,226,8107.4176891555235,19484.666802346455,2.4033135517871655,710.0,1288.0,-578.0,103,105,18,3741.846884938024,0.4615337495122665,3704.011684851348,0.45686701078764347,661.5591193661519,0.08159923970009007,10.015622415066037,17.862012292389007,12.828904591093114,30.98321073231786,40.1986785531905,5.544411152082738,4.910756711106295,10.695575280621712,26.313181090527973,1736.2051524290634,0.21415020404726529,52,849.1849761711935,0.1047417326613211,27,513.4640660517834,0.06333262769211861,17,242.33188256788844,0.029890144045746084,8,2929.298136188338,0.36131086968746723,81,1584.3677213435303,0.19542199280823777,43,551.2992661384598,0.0679993664167417,15,3095.1118168808753,0.38176296516964886,88,2555.742025982252,0.3152350259936417,73,2087.9490865226453,0.25753565026204145,58,98,4410.0,19.6,45.0
情景路径风险暴露,11,3,contour_cross_slope,B1 仅纵坡方向模型,B1,8,695,485,504,474,11205.406156964382,7958.971464877993,1.4078962597632778,1.444466631999397,238,True,237,7958.9714648779845,11205.406156964382,1.4078962597632791,428.0,1006.0,-578.0,88,131,18,3023.5349654418583,0.3798901627910549,4333.524756269156,0.5444830120817113,601.911743166971,0.07562682512723377,7.050585620844129,11.956929926804923,9.226390086567434,21.30495805226776,29.803248590467618,27.772534172547825,28.872442296465078,39.024280517929675,54.683437581375316,7558.66182812306,0.9497033456494417,226,7460.331450135203,0.9373486867061628,223,7321.271295991505,0.9198765604700838,219,7194.140617087643,0.9039033057015656,215,1927.924557968441,0.24223287726010173,57,688.3126459149905,0.0864826126029518,21,155.93097981986884,0.019591850593757513,5,3424.692403898782,0.43029333865708036,104,2424.5177983440535,0.3046270248666136,73,1470.0143193815027,0.18469903125906467,44,41,2250.0,9.533898305084746,135.0
情景路径风险暴露,11,3,contour_cross_slope,Ours 纵坡+横坡非补偿模型,Ours,8,695,485,504,474,17147.917148164994,8228.40804495789,2.0839896434976506,1.493366436588835,237,True,236,8228.408044957883,17147.917148164986,2.0839896434976515,710.0,1288.0,-578.0,103,115,18,3741.846884938024,0.45474736601460997,3825.002040653706,0.4648532279579341,661.5591193661519,0.08039940602745571,10.042918671169886,17.242541760055193,12.62736133524135,30.98321073231786,40.95462448717036,5.168491472396588,4.5532133361589775,9.830587495692406,28.590462455973814,1381.566642266315,0.16790205769059993,43,676.3831706751544,0.08220097581203709,21,294.99113396356734,0.03585032880622988,9,81.45955231168543,0.00989979493805018,2,2929.298136188338,0.35599816151355335,81,1584.3677213435303,0.19254851153308838,43,551.2992661384598,0.06699950502287974,15,3175.3723965273907,0.3859036133329778,97,2566.4725285569184,0.31190389617704656,80,1803.6884551337448,0.21920260216543222,56,91,4095.0,17.425531914893618,45.0
情景路径风险暴露,12,3,upslope_downslope,B0 静态坡度模型,B0,8,594,575,605,384,17611.61051833216,7003.620184213448,2.5146438634735957,1.2710807802159745,204,True,203,7003.620184213434,17611.610518332156,2.5146438634736,1530.0,211.0,1319.0,153,37,13,5229.579831697696,0.7466966646028966,1316.1301139288016,0.18792140054873838,457.9102385869382,0.0653819348483652,15.414252596347575,7.74084133672925,12.99912618342357,45.683397717591674,28.964890136601177,6.86048661758749,5.956822200840149,12.411353871255596,23.22754009366585,2582.4955525310897,0.36873723654406393,76,1453.1434937053323,0.20748462302122006,43,887.0201762578699,0.1266516676985518,25,342.7090349229121,0.04893312685565076,9,4534.279060979203,0.6474193262506911,133,3457.586253549123,0.4936855744037523,101,2623.2253286869322,0.37455276838110585,77,690.3594202821585,0.09857179603175349,19,220.51970645538393,0.031486531344524955,6,150.9896293835347,0.021558797509304412,4,91,4095.0,20.27227722772277,45.0
情景路径风险暴露,12,3,upslope_downslope,B1 仅纵坡方向模型,B1,8,594,575,605,384,12653.600433455962,6491.5005506024845,1.9492566217654508,1.1781366447071115,209,True,208,6491.500550602477,12653.600433455962,1.9492566217654528,1475.0,156.0,1319.0,170,32,6,5361.3006900747205,0.8258954379318565,957.3980550317176,0.14748486079121742,172.80180549603918,0.02661970127692609,14.287683090488457,7.842268158742948,12.969984866840019,30.884594818817476,24.360933343080063,28.48607924588802,30.146877577770113,40.663596516291726,49.91800980418502,6033.59031201554,0.9294600323888998,195,5935.259934027684,0.9143124748678996,192,5865.729856955835,0.9036015342263871,190,5484.337820244247,0.8448490110249232,178,4951.108352447127,0.762706297850905,157,4178.441578151285,0.643678845219151,131,2659.86155610844,0.4097452561814198,82,698.195346787659,0.10755530887582831,23,254.2613578077246,0.03916834880097585,8,40.729776155842714,0.00627432376202488,1,51,3420.0,16.52173913043478,135.0
情景路径风险暴露,12,3,upslope_downslope,Ours 纵坡+横坡非补偿模型,Ours,8,594,575,605,384,17530.632377741942,7071.1034869181285,2.4791932984963987,1.2833282646307864,208,True,207,7071.103486918117,17530.63237774194,2.4791932984964022,1537.0,218.0,1319.0,156,38,13,5304.051259205879,0.7501023382020403,1309.1419891252997,0.185139701539834,457.9102385869382,0.0647579602581258,15.33192796463246,8.073525821572838,13.029599591777714,45.683397717591674,34.079014621869575,6.375217085128637,5.595653250834122,11.764865671429606,20.823758660635878,2366.9171965120404,0.3347309512427518,71,1208.764836770276,0.17094430013739007,37,642.6415193228137,0.09088277671395018,19,208.59023121554773,0.029498964567758024,6,4551.149886655374,0.6436265421762277,134,3433.7273030694505,0.4855999221934755,101,2640.096154363103,0.3733640950450532,78,683.3712954786565,0.09664280783655994,20,172.80180549603918,0.024437742399857514,6,144.00150458003264,0.020364785333214595,5,88,3960.0,19.223300970873787,45.0
情景路径风险暴露,13,3,diagonal_ne_sw,B0 静态坡度模型,B0,8,532,412,667,547,22146.26596688883,8377.35089997425,2.6435881976672246,1.5235647471639397,243,True,242,8377.35089997425,22146.26596688883,2.6435881976672246,926.0,1374.0,-448.0,86,142,14,3001.722789329353,0.35831408104662055,4865.058620662279,0.5807395056923345,510.5694899826171,0.060946413261044906,15.700619323462613,14.34289597627771,13.984193807532657,44.44624843377504,43.636339733965634,6.317532150806477,5.606853263909397,11.736200703875374,21.325236220674846,2602.2609542764267,0.3106305305039121,80,1369.637167026479,0.1634928730311021,43,681.3245211114886,0.08132935211220325,22,167.86045505970503,0.02003741481811643,5,2387.881570922547,0.28504017552015004,68,1913.1005066594385,0.22836580793879827,54,1479.0492185521725,0.17655333245700844,41,4071.4274719559307,0.48600417012118297,119,2843.745035142317,0.33945635906824173,83,1904.0656074887684,0.22728731674527577,57,99,4500.0,18.672199170124482,90.0
情景路径风险暴露,13,3,diagonal_ne_sw,B1 仅纵坡方向模型,B1,8,532,412,667,547,12281.829089637156,7412.613549175865,1.656882421855467,1.3481107360453095,224,True,223,7412.61354917586,12281.829089637155,1.656882421855468,655.0,1103.0,-448.0,88,125,10,2916.1696882833326,0.3934064104296324,4196.511376492625,0.5661311423633026,299.93248439990145,0.0404624472070648,10.394656442269868,13.157794758645771,11.569183796085214,32.21754361089337,29.74109418823422,30.320785825535413,31.08346704023183,40.59120674850166,47.7103766254347,7204.023317960312,0.9718600963301616,217,7064.963163816613,0.9531001605502692,213,7064.963163816613,0.9531001605502692,213,7036.162862900606,0.9492148506356294,212,2007.3373359129587,0.2708002140670258,61,1251.5413872932866,0.16883942201903052,36,800.6192735098505,0.10800769097140697,22,3390.9507525464405,0.45745683759858885,102,2633.108029559601,0.35521992507654093,79,1563.4033469330243,0.2109112172867618,46,54,3375.0,15.202702702702704,135.0
情景路径风险暴露,13,3,diagonal_ne_sw,Ours 纵坡+横坡非补偿模型,Ours,8,532,412,667,547,19853.0162524766,8360.48007429808,2.374626346339734,1.520496498553769,242,True,241,8360.480074298079,19853.016252476613,2.374626346339736,926.0,1374.0,-448.0,86,141,14,3001.722789329353,0.35903713215671634,4848.187794986109,0.5798934692626666,510.5694899826171,0.061069398580617155,15.667361775285078,14.486023136493223,14.054527784053377,44.44624843377504,43.636339733965634,6.271938264282232,5.453952795838305,11.73849868493004,21.325236220674846,2470.1889249362307,0.29546017728457064,75,1335.895515674138,0.15978693852533293,41,664.4536954353182,0.07947554321407838,21,167.86045505970503,0.020077848827813646,5,2387.881570922547,0.2856153653500605,68,1913.1005066594385,0.22882663311891893,54,1479.0492185521725,0.17690960392323513,41,4054.5566462797606,0.48496696484503843,118,2843.745035142317,0.3401413567008674,83,1944.795383644611,0.2326176686460066,58,90,4050.0,16.875,45.0
情景路径风险暴露,14,3,diagonal_nw_se,B0 静态坡度模型,B0,8,532,547,667,412,18216.205938853604,7933.4169109943305,2.2961362226670734,1.4428277476334859,228,True,227,7933.416910994315,18216.2059388536,2.2961362226670774,1090.0,868.0,222.0,125,91,11,4256.1587526918065,0.5364849472102647,3288.8779967874198,0.41456008598635674,388.38016151508896,0.04895496680337858,13.5954653431791,13.739802123413247,13.013132608259212,33.29492273830968,37.67651748669691,5.141315917575444,4.548469872551265,9.507640402530416,23.831735167724048,1244.5532624897846,0.156874808982376,37,671.4418202388201,0.08463463193372837,20,208.59023121554773,0.026292609295054,6,122.18932846752814,0.015401853934865734,3,3536.9990314936413,0.44583551717696634,105,2906.286987410664,0.36633483655485993,86,1762.1108772759037,0.22211247650856836,50,2708.778429732954,0.34143906214976116,75,1891.2883305469338,0.23839517723138212,52,1107.539882713254,0.13960439683667691,31,91,4095.0,18.11946902654867,45.0
情景路径风险暴露,14,3,diagonal_nw_se,B1 仅纵坡方向模型,B1,8,532,547,667,412,12030.583044484943,7617.95803335908,1.5792398687158624,1.3854561476034037,239,True,238,7617.9580333590675,12030.583044484943,1.579239868715865,902.0,680.0,222.0,139,85,14,4444.632411198846,0.5834414408343789,2722.4035083767862,0.35736656679590134,450.9221137834361,0.059191992369719865,10.407849723531514,12.796586659791128,10.675439413240925,24.47840397287017,30.501740342480012,29.36563576204771,30.906985069805778,38.25817333709482,46.81125594978885,7327.908249831836,0.9619255209523204,230,7327.908249831836,0.9619255209523204,230,7217.648396604143,0.9474518453630268,227,7061.717416784275,0.9269829770472595,222,3339.1393028527596,0.43832471749393415,106,2293.293570705856,0.30103783201003664,73,1154.0588110074293,0.15149188351442752,38,2341.0114716652,0.30730170229527415,73,1640.769350510374,0.21538177859807559,52,1074.6460330629116,0.14106746563278932,34,52,3915.0,16.518987341772153,135.0
情景路径风险暴露,14,3,diagonal_nw_se,Ours 纵坡+横坡非补偿模型,Ours,8,532,547,667,412,16720.665048641116,7933.4169109943305,2.107624651046536,1.4428277476334859,228,True,227,7933.416910994315,16720.665048641124,2.1076246510465415,1090.0,868.0,222.0,125,91,11,4256.1587526918065,0.5364849472102647,3288.8779967874198,0.41456008598635674,388.38016151508896,0.04895496680337858,13.5954653431791,13.764845209351902,13.023514472119306,33.29492273830968,37.67651748669691,5.126934127656382,4.548469872551264,9.507640402530416,23.831735167724048,1215.7529615737778,0.15324455719564656,36,671.4418202388201,0.08463463193372837,20,208.59023121554773,0.026292609295054,6,122.18932846752814,0.015401853934865734,3,3536.9990314936413,0.44583551717696634,105,2906.286987410664,0.36633483655485993,86,1762.1108772759037,0.22211247650856836,50,2708.7784297329536,0.3414390621497611,75,1879.3588553070977,0.23689147770648963,52,1136.3401836292605,0.14323464862340635,32,91,4095.0,18.11946902654867,45.0
情景路径风险暴露,15,3,random_far_1,B0 静态坡度模型,B0,8,592,491,700,584,20421.869956264178,8411.940353028596,2.4277240564255287,2.0493310717973157,250,True,249,8411.940353028589,20421.869956264178,2.427724056425531,708.0,1205.0,-497.0,90,143,16,3093.065042513707,0.3676993550483387,4774.564169179923,0.5675936786048317,544.3111413349577,0.06470696634682947,9.504411400131543,12.307226813084883,10.50898228442204,49.22326124783231,37.45716839325031,7.6690101073998225,6.645796589341834,14.626132522912863,34.77755089565154,3143.677519542218,0.37371609731046007,93,2026.2549359562965,0.2408784241113615,60,1208.764836770276,0.14369631571805888,37,733.9837725071675,0.08725499013350801,23,1719.334326752893,0.20439212055680747,51,589.9822679271347,0.0701362876063096,18,422.1218128674296,0.05018126557631274,13,3786.319038865032,0.45011244492500785,112,2675.884580082611,0.3181055104746672,78,1361.8012405209786,0.16188907474013212,39,119,5355.0,21.592741935483872,45.0
情景路径风险暴露,15,3,random_far_1,B1 仅纵坡方向模型,B1,8,592,491,700,584,10893.930730380294,6569.217725143007,1.6583299848146138,1.600403882641686,203,True,202,6569.2177251429985,10893.930730380293,1.6583299848146156,533.0,1030.0,-497.0,56,135,11,1899.1242570524341,0.28909443049569405,4317.501732294983,0.6572322478778857,352.5917357955804,0.05367332162642017,12.928287499442485,12.025160298311281,11.662464014395216,33.64711079527366,29.054349955806135,33.54404325173337,36.31332238882016,45.68168186701522,55.98157355612679,6262.297115939595,0.9532789714019225,193,6135.166437035732,0.9339264877085776,189,6065.636359963883,0.9233422629224618,187,5885.8464296643415,0.8959737180177292,182,1587.2622974126966,0.24162120420177505,46,1019.0922055980664,0.15513144003396276,30,683.3712954786563,0.10402628198227068,20,3739.4489396076847,0.5692380883183902,117,2664.802906544773,0.4056499598644016,83,1312.036565194466,0.19972493226595037,41,48,3555.0,17.686567164179106,135.0
情景路径风险暴露,15,3,random_far_1,Ours 纵坡+横坡非补偿模型,Ours,8,592,491,700,584,18522.259034939227,8584.742158524632,2.157578957283727,2.0914293385947262,256,True,255,8584.742158524627,18522.259034939216,2.157578957283727,730.0,1227.0,-497.0,88,149,18,3023.534965441858,0.3521986927049982,4971.224925155635,0.579076789186874,589.9822679271347,0.0687245181081279,9.6722744893502,12.140986702678926,10.468584013360077,49.22326124783231,37.45716839325031,7.546540662890875,6.597229410764336,14.540329454483594,34.77755089565154,3050.2884919906965,0.3553150969085039,91,1944.795383644611,0.22654091966098647,58,1168.0350606144332,0.13605942252494763,36,664.4536954353182,0.07739937707686624,21,1702.4635010767227,0.19831271220955435,50,613.841218406807,0.07150374549074422,18,434.0512881072658,0.05056078331674225,13,3913.449717768893,0.4558610667045891,116,2796.0271341829716,0.32569727576576357,83,1297.2125138854637,0.15110675311282765,38,126,5715.0,22.5,90.0
