degree,rho_up_grade,rho_down_mu_0.35,rho_slide_mu_0.35,rho_down_mu_0.5,rho_slide_mu_0.5,rho_down_mu_0.7,rho_slide_mu_0.7,rho_roll_cgH_0.4,rho_roll_cgH_0.45,rho_roll_cgH_0.5,rho_roll_cgH_0.55
3.5,0.10593676544118698,0.17475034278781132,0.17475034278781132,0.12232524005631815,0.12232524005631815,0.08737517151872734,0.08737517151872734,0.05725365772797171,0.06441036493643144,0.07156707214321635,0.07872377934832643
3.75,0.11352460750336367,0.18726703607991768,0.18726703607991768,0.1310869253683026,0.1310869253683026,0.09363351817372101,0.09363351817372101,0.061354516485670474,0.06902383103830272,0.07669314558914019,0.08436246013818285
4.0,0.12111679088769381,0.19979089069634148,0.19979089069634148,0.1398536236073136,0.1398536236073136,0.09989544549087853,0.09989544549087853,0.06545772151637111,0.0736399366973008,0.08182215187631567,0.09000436705341573
4.25,0.12871360866733844,0.2123223900824206,0.2123223900824206,0.14862567318508788,0.14862567318508788,0.10616119519286916,0.10616119519286916,0.06956343121183103,0.07825886010415274,0.08695428899443954,0.09564971788269142
4.5,0.13631535462652428,0.2248620188564469,0.2248620188564469,0.15740341333443006,0.15740341333443006,0.1124310095888392,0.1124310095888392,0.07367180434810394,0.08288077988191896,0.09208975541357887,0.10129873094308368
4.75,0.1439223233063321,0.23741026288519781,0.23741026288519781,0.16618718416208464,0.16618718416208464,0.11870513161217768,0.11870513161217768,0.07778300011028633,0.08750587511383295,0.0972287501151042,0.10695162511410011
5.0,0.1515348100507325,0.24996760935987541,0.24996760935987541,0.17497732670189337,0.17497732670189337,0.12498380485848602,0.12498380485848602,0.08189717811739745,0.09213432537129139,0.1023714726227896,0.11260861987189212
5.25,0.15915311105288546,0.2625345468724811,0.2625345468724811,0.1837741829682575,0.1837741829682575,0.13126727362376525,0.13126727362376525,0.08601449844740208,0.0967663107420046,0.10751812303409096,0.11826993532366117
5.5,0.16677752340171817,0.2751115654926487,0.2751115654926487,0.19257809600992104,0.19257809600992104,0.13755578294283263,0.13755578294283263,0.09013512166238342,0.10140201185831618,0.11266890205161224,0.12393579224227162
5.75,0.17440834512879724,0.28769915684496405,0.28769915684496405,0.20138940996409435,0.20138940996409435,0.14384957862798145,0.14384957862798145,0.09425920883387542,0.10604160992570179,0.11782401101477083,0.12960641210108254
6.0,0.18204587525551152,0.3002978141867962,0.3002978141867962,0.21020847011093602,0.21020847011093602,0.15014890730789654,0.15014890730789654,0.09838692156836262,0.11068528675145653,0.12298365193167236,0.1352820171090101
6.25,0.18969041384058116,0.31290803248666693,0.31290803248666693,0.21903562292841167,0.21903562292841167,0.1564540164668392,0.1564540164668392,0.10251842203295664,0.11533322477358093,0.1281480275112063,0.14096283024583273
6.5,0.19734226202790955,0.32553030850318626,0.32553030850318626,0.22787121614754857,0.22787121614754857,0.1627651544841148,0.1627651544841148,0.10665387298125766,0.11998560708987521,0.13331734119537283,0.14664907529775056
6.75,0.20500172209479392,0.3381651408645791,0.3381651408645791,0.23671559880810447,0.23671559880810447,0.16908257067383609,0.16908257067383609,0.11079343777941005,0.12464261748725172,0.1384917971918524,0.15234097689321205
7.0,0.21266909750051224,0.350813030148833,0.350813030148833,0.24556912131467096,0.24556912131467096,0.1754065153249973,0.1754065153249973,0.11493728043236115,0.12930444047127623,0.14367160050682906,0.1580387605390197
7.25,0.22034469293530237,0.3634744789644927,0.3634744789644927,0.25443213549322957,0.25443213549322957,0.181737239741871,0.181737239741871,0.11908556561033204,0.1339712612959474,0.14885695697807919,0.1637426526567274
7.5,0.22802881436975114,0.37614999203213095,0.37614999203213095,0.2633049946481817,0.2633049946481817,0.18807499628474408,0.18807499628474408,0.12323845867551012,0.13864326599372606,0.15404807330833697,0.1694528806193428
7.75,0.23572176910461068,0.38884007626652417,0.38884007626652417,0.272188053619871,0.272188053619871,0.19442003841100503,0.19442003841100503,0.12739612570897219,0.1433206414058236,0.15924515709894832,0.17516967278834636
8.0,0.24342386582105874,0.4015452408595606,0.4015452408595606,0.2810816688426196,0.2810816688426196,0.20077262071659835,0.20077262071659835,0.13155873353784786,0.14800357521276078,0.16444841688382522,0.18089325855104124
8.25,0.25113541463142225,0.4142659973639123,0.4142659973639123,0.2899861984032982,0.2899861984032982,0.20713299897786044,0.20713299897786044,0.13572644976273313,0.15269225596520805,0.16965806216371263,0.18662386835824685
8.5,0.2588567271303812,0.42700285977749985,0.42700285977749985,0.29890200210045165,0.29890200210045165,0.213501430193752,0.213501430193752,0.13989944278536354,0.15738687311511795,0.17487430344077992,0.19236173376234947
8.75,0.26658811644667124,0.4397563446287791,0.4397563446287791,0.3078294415039992,0.3078294415039992,0.21987817262850126,0.21987817262850126,0.1440778818365569,0.16208761704716043,0.1800973522535493,0.19810708745572353
9.0,0.27432989729530444,0.4525269710628837,0.4525269710628837,0.3167688800155348,0.3167688800155348,0.22626348585467543,0.22626348585467543,0.14826193700443613,0.16679467911047383,0.18532742121217444,0.203860163309538
9.25,0.2820823860303261,0.46531526092865083,0.46531526092865083,0.3257206829292448,0.3257206829292448,0.2326576307966935,0.2326576307966935,0.1524517792629418,0.17150825165074113,0.19056472403408084,0.20962119641296093
