step,row,col,cum_distance_m,edge_length_m,elevation_m,direction_deg,unit_cost,alpha_parallel_deg,alpha_cross_deg,rho_up,rho_down,rho_roll,rho_slide,rho_break,rho_max
0,279,759,0.0,40.729776155842714,3764.0,45.0,1.2232424938875868,-32.55227285302708,11.112374481460867,0.0,1.1967072346624843,0.34833031447984963,0.49104124396546656,0.0328282346074905,1.1967072346624843
1,280,760,40.729776155842714,40.729776155842714,3740.0,45.0,1.5422313441427529,-39.01501574039502,0.0,0.0,1.5404361051719462,0.0,0.0,0.0049242351911235795,1.5404361051719462
2,281,761,81.45955231168543,40.729776155842714,3713.0,45.0,1.4477455873137641,-37.27526834307423,9.751837025169369,0.0,1.442227856473621,0.3047890251698683,0.429661088469783,0.04103529325936313,1.442227856473621
3,282,762,122.18932846752814,28.80030091600653,3678.0,90.0,1.2714392704143134,-31.284227244209976,21.76689446983807,0.0,1.135265077457242,0.7081318414519396,0.9982534561694949,0.029545411146741436,1.135265077457242
4,283,762,150.98962938353466,28.80030091600653,3660.0,90.0,1.387934710244414,-36.097998976797115,11.768169401761956,0.0,1.3783180927252496,0.36946009119231626,0.5208278901753887,0.019696940764494283,1.3783180927252496
5,284,762,179.7899302995412,28.80030091600653,3636.0,90.0,1.353346914285969,-35.44318956191034,9.84891362022773,0.0,1.3435962334066338,0.3078834093269302,0.4340232418128238,0.042676704989737635,1.3435962334066338
6,285,762,208.59023121554773,40.729776155842714,3619.0,45.0,1.2412479555191658,-33.049221441027555,3.5124172492927555,0.0,1.221259296847638,0.10885322327495295,0.15345038873920822,0.06073223402385743,1.221259296847638
7,286,763,249.32000737139043,40.729776155842714,3587.0,45.0,1.1814662350860032,-31.541667179792263,4.212581547545065,0.0,1.1476031102895918,0.13062386792994363,0.18414046648704996,0.0722221161364791,1.1476031102895918
8,287,764,290.04978352723316,40.729776155842714,3571.0,45.0,1.0149369791154614,-17.70187716505362,15.113456620442502,0.0,0.558353617578781,0.47895418240979315,0.6751817104525164,0.06073223402385743,0.6751817104525164
9,288,765,330.7795596830759,40.729776155842714,3565.0,45.0,1.1083025787437268,-0.7033294435271857,22.05331381416801,0.0,0.0,0.7184312736146897,1.0127725656787745,0.09520188036172242,1.0127725656787745
10,289,766,371.5093358389186,40.729776155842714,3572.0,45.0,1.0758876654149516,7.6904927577130255,20.834670986517832,0.2835284130908858,0.0,0.6748899843047086,0.9513924101830913,0.011489882112621674,0.9513924101830913
11,290,767,412.23911199476134,40.729776155842714,3575.0,45.0,1.0624917790920485,4.212581547545064,20.217790366913356,0.18410324295160627,0.0,0.6531193396497179,0.9207023324352496,0.003282823460749045,0.9207023324352496
12,291,768,452.9688881506041,40.729776155842714,3577.0,45.0,1.027377706289944,-4.2125815475450645,17.701877165053617,0.0,0.06731237342293145,0.5660367610297555,0.7979420214438829,0.09356046863134793,0.7979420214438829
13,292,769,493.6986643064468,28.80030091600653,3565.0,90.0,1.1585098710821877,1.9886170951460516,23.461964145997715,0.12103640840535945,0.0,0.7697085233173259,1.08505810453206,0.05909082229348288,1.08505810453206
14,293,769,522.4989652224533,28.80030091600653,3569.0,90.0,1.128413302667158,13.66101631866103,22.61965241027332,0.4584966261306911,0.0,0.7389201823846328,1.0416557803507775,0.07222211613647908,1.0416557803507775
15,294,769,551.2992661384599,28.80030091600653,3579.0,90.0,1.1143824603563623,22.61965241027332,21.766894469838075,0.7397134742351341,0.0,0.7081318414519399,0.9982534561694952,0.0525251753719848,0.9982534561694952
16,295,769,580.0995670544664,28.80030091600653,3593.0,90.0,1.0620942540606928,27.511757359889653,15.523956617725576,0.9084435830978,0.0,0.49261345492308867,0.6944371869005185,0.016414117303745247,0.9084435830978
17,296,769,608.899867970473,28.80030091600653,3609.0,90.0,1.1177093076007512,26.723744518553328,20.903879542425827,0.8803218982873557,0.0,0.6773435005192467,0.9548511319882128,0.01641411730374525,0.9548511319882128
