pair_id,roi_id,scenario,模型方案,是否找到路径,规划模型内部相对累计代价_Jplan,规划路径长度_L_m,规划平均单位距离相对代价,规划绕行率_L除以直线距离,路径节点数,V10统一重评价相对累计代价_Jplan,V10统一重评价平均单位距离相对代价,评价路径长度_m,平均上坡牵引利用率,平均下坡制动利用率,平均侧翻稳定性利用率,平均侧滑附着利用率,平均最大利用率,最大上坡牵引利用率,最大下坡制动利用率,最大侧翻稳定性利用率,最大侧滑附着利用率,最大rho_max,P_rho_roll_gt_0p7,P_rho_slide_gt_0p7,P_rho_up_gt_0p7,P_rho_down_gt_0p7,P_rho_max_gt_1p0,P_rho_max_gt_0p9,主导限制_上坡牵引_路径比例,主导限制_下坡制动_路径比例,主导限制_侧翻稳定性_路径比例,主导限制_侧滑附着_路径比例,平均侧滑附着能力_mu_s,平均制动附着能力_mu_b,硬约束rho_lim
2,1,upslope_downslope,V10_Free,True,16163.10885468547,9400.18548334348,1.7194457368235394,1.1365436879856718,141,16163.10885468547,1.7194457368235394,9400.18548334348,0.3155402633362932,0.2932608146293667,0.19336329859771456,0.5117620295292061,0.7665229960866068,1.5636406386907695,2.189080945450741,0.5429713934769786,1.4848436485887233,2.189080945450741,0.0,0.30453256909218523,0.14242166754215155,0.1770846228449066,0.2745104107505443,0.3250180379781548,0.36685992638007675,0.20772263628308696,0.0,0.4254174373368367,0.3672907906571996,0.3672907906571996,
2,1,upslope_downslope,V10_Hard_rho_1p0,False,inf,inf,inf,inf,0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,1.0
2,1,upslope_downslope,V10_Hard_rho_1p2,False,inf,inf,inf,inf,0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,1.2
2,1,upslope_downslope,V10_Hard_rho_1p5,True,27158.410152690783,14299.336926321283,1.899277588368406,1.7288830262751798,207,27158.410152690783,1.899277588368406,14299.336926321272,0.34539663584937813,0.40474269033897203,0.28766433281827003,0.7471026394843966,1.011930928471147,1.4883896716730294,3.836259680117611,0.8855604869803102,4.1431604545270195,4.1431604545270195,0.005696736340392126,0.5052918817539059,0.2514661081502259,0.25117983272672706,0.5330844334458815,0.6407498730663341,0.2317299582520967,0.24312343093288094,0.0,0.5251466108150223,0.38742057840057087,0.38742057840057087,1.5
3,1,diagonal_ne_sw,B0_Static_Slope,True,27131.036970231977,9869.177395468258,2.7490677168990847,1.1994890199367818,145,16500.576387608977,1.6719302659597277,9869.177395468258,0.3209913850582043,0.25491142079041634,0.18342756430903545,0.471425998171966,0.7462404478884667,1.5937106509732848,1.8439563898987548,0.7562815837715059,1.8076497690552276,1.8439563898987548,0.008253935363355627,0.22102532223970323,0.1229794681534371,0.15499383933285824,0.2910622862425538,0.3134065706361692,0.40236892706218264,0.2147741274243504,0.0,0.3828569455134672,0.3709643345277257,0.3709643345277257,
3,1,diagonal_ne_sw,B1_Longitudinal_Directional,True,18079.801327155998,11150.366885379555,1.6214534923386574,1.355203388422312,166,28345.831749688634,2.5421434147477155,11150.366885379548,0.2406151047635117,0.1784533216272898,0.6162558237554026,1.5750464617927,1.601890761617874,1.0418727701711208,5.831114713778768,1.042119476005676,3.989710067322315,5.831114713778768,0.3363593908343276,0.9501145906414845,0.05202515513772893,0.060217015918930895,0.9023689270621825,0.9230321401830133,0.042579860299094316,0.022802958900044284,0.0,0.9346171808008619,0.38044263462894007,0.38044263462894007,
3,1,diagonal_ne_sw,V9_Constant_Adhesion,True,15048.056767030446,9509.597534869175,1.58240732185071,1.1557860771994217,140,16198.320742059821,1.703365540199243,9509.597534869175,0.33495018247856745,0.2611434601151568,0.21533542817941945,0.5564526917445065,0.7616806765694175,1.6691227032333258,1.742309283137531,0.5688271741187395,1.5615236378504045,1.742309283137531,0.0,0.3348624675252221,0.12555113726773492,0.16397221780218485,0.2920322888488928,0.32127856423201007,0.3645392078906193,0.20784163087686075,0.0,0.42761916123252025,0.3688787954044598,0.3688787954044598,
3,1,diagonal_ne_sw,V10_Free,True,16096.787745372214,9591.05708718086,1.678312160907345,1.1656865820390345,141,16096.787745372214,1.678312160907345,9591.05708718086,0.32912561802451235,0.2641856580600414,0.19626788946078247,0.5065068402925627,0.7429011839648674,1.6691227032333258,1.742309283137531,0.5688271741187395,1.5615236378504045,1.742309283137531,0.0,0.2779674706319127,0.13649611061903305,0.1625795555197788,0.262011314562813,0.29100919308228557,0.42046923853235246,0.21456965527731747,0.0,0.36496110619033056,0.3692231324124963,0.3692231324124963,
3,1,diagonal_ne_sw,V10_Hard_rho_1p0,False,inf,inf,inf,inf,0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,1.0
3,1,diagonal_ne_sw,V10_Hard_rho_1p2,False,inf,inf,inf,inf,0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,1.2
3,1,diagonal_ne_sw,V10_Hard_rho_1p5,True,17811.7817504407,10343.958459731366,1.7219502398217552,1.2571933908926631,152,17811.7817504407,1.7219502398217552,10343.958459731366,0.3104442273402261,0.28257216653539796,0.2304938449537726,0.6400130744613916,0.8279400531355758,1.4734306018432253,2.6086565824799726,0.846776816017669,7.672519360235221,7.672519360235221,0.023625255059406224,0.31842928991318625,0.1488351294571357,0.18821055455614605,0.3207358489130657,0.3485784790126789,0.3356945330335662,0.18359743655638722,0.0,0.48070803041004667,0.3657548027608548,0.3657548027608548,1.5
4,1,diagonal_nw_se,B0_Static_Slope,True,31343.919821544718,10892.01197883749,2.877697883774277,1.323868100184701,164,18695.739570218248,1.7164633684339423,10892.011978837489,0.21730121386590562,0.3988753444430762,0.21323997831646535,0.5095936427319937,0.8123213225970969,1.413970188089378,2.7435867937525797,0.6981060773275439,1.699743497987149,2.7435867937525797,0.0,0.2715842071099213,0.09156068056326194,0.2610075382733597,0.321745547068385,0.3750047216067131,0.22595954085869838,0.3117003826177515,0.0,0.4623400765235502,0.3922821400619007,0.3922821400619007,
4,1,diagonal_nw_se,B1_Longitudinal_Directional,True,19233.637828609706,11170.132287124885,1.7218809351773856,1.3576721948616621,168,29855.631925198755,2.672809162664213,11170.132287124885,0.1796380566957032,0.3451147105465377,0.6676311950733979,1.633959531643367,1.6769768454067946,0.9923104053229885,1.6442908747681018,1.0786850716549983,2.742798576131243,2.742798576131243,0.5358375018724117,0.9089495625398114,0.0506818811895359,0.2429442830589593,0.9162421845265337,0.9286914689726978,0.015469987378324699,0.07167500374482352,0.0,0.9128550088768521,0.39089316622049586,0.39089316622049586,
4,1,diagonal_nw_se,V9_Constant_Adhesion,True,17012.454205735517,8564.83129700362,1.986315155055917,1.0410112437993149,112,18638.54384301883,2.17617174193956,8564.831297003635,0.38160469889989534,0.6518475319355721,0.3058538518589107,0.7600885333043063,1.2184037274585213,1.7648048964123062,2.7435867937525797,0.8597047063385495,2.125575284252579,2.7435867937525797,0.019021869663722078,0.541645336862,0.2932071613522382,0.4381789235929033,0.7358035916974243,0.7710616427080396,0.26188866853982634,0.40407474246366276,0.0,0.3340365889965112,0.3861261531621985,0.3861261531621985,
