roi_id,r0,c0,r1,c1,mean_ai,mean_slope_deg,score
1,240,600,480,840,0.11040897011530022,35.61299821224229,0.6588834937318158
2,600,720,840,960,0.11333246761651594,33.757813907222385,0.6584783527615338
3,480,360,720,600,0.1140148166910794,33.31955072104972,0.6581287478732816
