pair_id,roi_id,scenario,模型代码,模型名称,起点_row,起点_col,终点_row,终点_col,是否找到路径,路径总代价_J,路径长度_L_m,平均单位距离代价_J除以L,绕行率_L除以直线距离,路径节点数,评价路径长度_m,平均上坡牵引利用率,平均下坡制动利用率,平均侧翻稳定性利用率,平均侧滑附着利用率,平均最大利用率,最大上坡牵引利用率,最大下坡制动利用率,最大侧翻稳定性利用率,最大侧滑附着利用率,最大rho_max,P_rho_roll_gt_0p7,P_rho_slide_gt_0p7,P_rho_up_gt_0p7,P_rho_down_gt_0p7,P_rho_max_gt_1p0,P_rho_max_gt_0p9,主导限制_上坡牵引_路径比例,主导限制_下坡制动_路径比例,主导限制_侧翻稳定性_路径比例,主导限制_侧滑附着_路径比例,平均侧滑附着能力_mu_s,平均制动附着能力_mu_b
9,2,diagonal_ne_sw,V9常数附着,V9 常数附着车辆能力利用率,399,579,500,680,True,7683.359008221576,4451.123905263514,1.726161565427532,1.082022487598631,122,4451.123905263521,0.42239694701291547,0.2995213513505366,0.2346992307662251,0.5849253144745948,0.8682741091959538,1.9561692827702675,2.549432702206276,0.8144570902154679,1.9241736205359934,2.549432702206276,0.01562079118705927,0.35751775956297915,0.20621022264863315,0.14483719334966788,0.3537275200560042,0.4253611324266225,0.3925495814440727,0.24660225264513297,0.0,0.36084816591079466,0.3757193701985765,0.3757193701985765
9,2,diagonal_ne_sw,V10空间附着,V10 空间附着车辆能力利用率,399,579,500,680,True,8148.757035977388,4569.219684996709,1.783402330759953,1.1107303582581531,129,4569.219684996713,0.42171457117940314,0.29517347121091264,0.20523979043196722,0.5275110910270169,0.8252333504597694,2.2963726362955312,2.549432702206276,0.7313119129864393,2.148305420865862,2.549432702206276,0.015217057148763305,0.30587053426858646,0.20565424567766755,0.1930480227768191,0.3221690343719443,0.38195582001240297,0.42022243705367424,0.20196196847515824,0.0,0.37781559447116786,0.36965606471826845,0.36965606471826845
10,2,diagonal_nw_se,B0,B0 静态坡度代价,399,680,500,579,True,20185.68792294156,5338.991883223391,3.7808051340873265,1.2978540705018347,152,5338.99188322339,0.21362749368332082,0.35957575384550483,0.3208222533852402,1.179864136453284,1.3591376628927303,1.8643407615159178,3.204991660807911,1.2281495804836422,11.969130201966944,11.969130201966944,0.11535660781003765,0.5585244279831486,0.11312220185835939,0.18455741754205948,0.49340906670086954,0.540107022574304,0.11088779590668114,0.1495736492224349,0.0,0.7395385548708829,0.309118357393638,0.309118357393638
10,2,diagonal_nw_se,B1,B1 方向纵坡代价,399,680,500,579,True,8899.388341589924,5141.132154582508,1.7310172300584656,1.2497564034100612,153,5141.1321545825085,0.2117420634093659,0.28082932500805446,0.6274193478359337,1.8719592752617082,1.8848068302784335,1.5937106509732843,3.069007744094088,2.139087345485335,10.12772555551049,10.12772555551049,0.39684472684577,0.7714466094067263,0.12403885947924334,0.15861162489122432,0.7299126485530741,0.752320398480557,0.024728148408039923,0.02472814840803992,0.0,0.9505437031839199,0.33255226995880593,0.33255226995880593
10,2,diagonal_nw_se,V9常数附着,V9 常数附着车辆能力利用率,399,680,500,579,True,8899.040777191534,4857.222694156779,1.8321253394243273,1.180740930652862,139,4857.222694156779,0.2603127686231776,0.4137672572200388,0.36727812986293235,1.1663071074974498,1.3480781491840148,2.8492030857740844,9.053572845077559,1.2798611417671635,5.370763552164655,9.053572845077559,0.137639817291868,0.6114662842033398,0.1435691935485204,0.1910042036017398,0.5912221273714641,0.6400958453537865,0.11697427266370486,0.13925306976121166,0.0,0.7437726575750827,0.3207794860334548,0.3207794860334548
10,2,diagonal_nw_se,V10空间附着,V10 空间附着车辆能力利用率,399,680,500,579,True,10392.069585464462,4962.5411969481365,2.09410243120105,1.2063427765699601,141,4962.5411969481365,0.24431748071811232,0.43351798293811666,0.34420438809077675,1.1189921702184407,1.2976594434228834,1.7648048964123062,9.053572845077559,1.2798611417671635,5.370763552164655,9.053572845077559,0.13131909492141877,0.5810787044688988,0.13231482477840675,0.20916900524266877,0.5438535664993679,0.5892861479014874,0.12269920667760582,0.16431970888631298,0.0,0.7129810844360803,0.31369238703169405,0.31369238703169405
11,2,random_far_1,B0,B0 静态坡度代价,415,544,450,700,True,20934.896291426787,5608.077292340116,3.7329899714508312,1.2179460323560034,163,5608.077292340116,0.3127099268088388,0.34065110823419403,0.31791619022708956,1.0525767887184323,1.2879556430338543,1.6797540580309904,6.4449162625975855,1.3445005933715661,5.370763552164655,6.4449162625975855,0.09617731047240212,0.5428775641182305,0.18348087104223343,0.1503894793291859,0.5398692557806808,0.5882159830724435,0.22067547809596552,0.11371101638657734,0.0,0.6656135055174567,0.3207527299831979,0.3207527299831979
11,2,random_far_1,B1,B1 方向纵坡代价,415,544,450,700,True,10438.030568881157,5497.466268149258,1.898698429375749,1.1939238495248043,172,5497.466268149254,0.28497490958866145,0.18943605878623326,0.7114575689172672,2.001745958270447,2.0181991034600797,1.2930105281481368,2.1647755582592083,1.4443410281482179,9.513924006691676,9.513924006691676,0.5232024306349775,0.8843733888460389,0.11996660149058297,0.06937596669237667,0.8695557349781763,0.8948510523772796,0.02836415399641255,0.005238831765620324,0.0,0.9663970142379679,0.34675133433480587,0.34675133433480587
11,2,random_far_1,V9常数附着,V9 常数附着车辆能力利用率,415,544,450,700,True,9603.871291849948,5070.40310484549,1.8941040965110023,1.101175504914492,158,5070.40310484549,0.3906198489685696,0.35484823326999027,0.3446707640110431,1.0615251763462756,1.3208244693901814,1.9136438635796094,3.836259680117611,0.8958570934083881,7.058717811416403,7.058717811416403,0.07659749205027439,0.6035360758474878,0.2601419774174271,0.16650424202526712,0.6550604768091324,0.7189195878470981,0.23133790091163017,0.20058472870903843,0.0,0.5680773703793314,0.340898918854007,0.340898918854007
11,2,random_far_1,V10空间附着,V10 空间附着车辆能力利用率,415,544,450,700,True,10950.909223497669,5118.121005804835,2.139634684501879,1.111538740853692,158,5118.121005804835,0.402206665081847,0.37002980573351596,0.33559315138184553,1.0340425013278014,1.3003016450531037,1.9136438635796094,3.836259680117611,0.8958570934083881,7.058717811416403,7.058717811416403,0.07355251777914054,0.5810277417713602,0.2736324992553443,0.20104544329915197,0.6287754711935228,0.6920392030420545,0.24509697249043272,0.2371390175867389,0.0,0.5177640099228284,0.3419740200999759,0.3419740200999759
12,2,random_far_2,B0,B0 静态坡度代价,421,712,376,592,True,18714.821088607103,5148.968081088009,3.6346741315693967,1.3949880427623491,157,5148.968081088009,0.20435567810963248,0.5541764335746843,0.26087348575752023,0.760041054968661,1.1189464611776756,2.275109926700202,2.870100602066185,1.732337302997979,5.370763552164655,5.370763552164655,0.03819420763124169,0.4112663267264203,0.14622374050363363,0.3367972670934594,0.5281658168160506,0.5966439526760569,0.16300397712334921,0.3769108303542239,0.0,0.4600851925224272,0.3534373258921122,0.3534373258921122
12,2,random_far_2,B1,B1 方向纵坡代价,421,712,376,592,True,8731.346950475954,5671.467046310462,1.5395217638011451,1.5365464671616331,171,5671.467046310462,0.10841604660683993,0.4422699780160827,0.6480368343794651,1.7470202415898048,1.825332246938947,1.4883896716730296,5.370763552164655,1.4626238259728788,4.910412390550541,5.370763552164655,0.47109345951086734,0.849909777560618,0.03467546480828941,0.29684487052227604,0.849909777560618,0.8765324535191711,0.03170078020932916,0.08371397742176329,0.0,0.884585242368907,0.3513808112968312,0.3513808112968312
12,2,random_far_2,V9常数附着,V9 常数附着车辆能力利用率,421,712,376,592,True,8646.19023861423,4098.180998504764,2.1097629025581894,1.1103027635747145,123,4098.180998504769,0.36114495993322426,0.92092496505302,0.33303014315424395,0.8425176428238331,1.4722325153789657,2.083745540342241,3.381518026122952,0.8403128708572286,2.0894950047298035,3.381518026122952,0.07368616927296455,0.597430115877513,0.24164181744129165,0.5108945259921128,0.7869679433462315,0.834955271394325,0.2375251555168121,0.4839899424054143,0.0,0.27848490207777393,0.37517252789313776,0.37517252789313776
12,2,random_far_2,V10空间附着,V10 空间附着车辆能力利用率,421,712,376,592,True,9716.93152580417,4098.180998504764,2.3710352298615964,1.1103027635747145,123,4098.180998504769,0.3917862818702152,0.9222596855705975,0.3222374996260971,0.8149276679162419,1.4916563638061102,2.253847217104873,3.381518026122952,0.8403128708572286,2.0894950047298035,3.381518026122952,0.07368616927296455,0.5904025343903814,0.26442973910351075,0.5108945259921128,0.8027282835213191,0.8577431930565441,0.2615188195408588,0.4839899424054143,0.0,0.2544912380537272,0.37539260354877146,0.37539260354877146
13,3,contour_cross_slope,B0,B0 静态坡度代价,300,769,419,850,True,22167.422651112705,5389.604360251903,4.11299627382605,1.3000020152942866,155,5389.6043602519,0.3443466928264121,0.555077896037355,0.22685325333119255,0.5356779206738372,1.0488943948221108,2.976779343346059,2.513395384675092,0.7313119129864393,1.7168336363635324,2.976779343346059,0.010687352536823486,0.28641025240590023,0.1953452956055571,0.3562578072749664,0.5044268463666148,0.594732276407531,0.29320782509819254,0.3754190891653062,0.0,0.33137308573650176,0.40121521356816786,0.40121521356816786
