name,min,q10,mean,median,q90,max
B0_unit_cost,2.724121187119287e-06,0.014098711232051123,0.13302779087817002,0.09170631236870494,0.30470395013993146,1.4878388560724567
B0_AI,0.0,0.0,0.0,0.0,0.0,0.0
B1_unit_cost,-0.0,-0.0,0.03590868448352713,0.0021297193606311295,0.11467920549856792,1.3483283900065304
B1_AI,0.9171137331755531,0.9999957338886909,0.9993127530452296,0.9999998196214136,0.9999999445607218,0.9999999831652925
Ours_unit_cost,6.50367537623541e-11,0.004107167343805284,0.10262517122714805,0.06060065746976001,0.2577007695468584,1.5208645141103196
Ours_AI,0.2546581684902352,0.48613104057715917,0.597634538963471,0.599156626756794,0.7174254250425386,0.7444285997037562
B0_path,169.44706275496057,5261.391770308999,0.03220574900184805,1.3053915085138903,142,nan
B1_path,23.73092021857749,7885.0670939904685,0.0030096028271799735,1.9563454078145839,222,nan
Ours_path,133.1338376958267,5271.686142824228,0.025254507588060283,1.3079456210098828,144,nan
