实验,起终点编号,模型,模型代码,邻域数,起点_row,起点_col,终点_row,终点_col,路径总代价_J,路径长度_L_m,平均单位距离代价_J除以L,绕行率_L除以D,路径节点数,是否找到路径
多起终点,1,B0 标量坡度模型,B0,8,112,445,870,280,23415.308669399856,49100.45480751747,0.47688577959597395,2.1976896705168274,1471,True
多起终点,1,B1 仅纵坡方向模型,B1,8,112,445,870,280,6050.542303752311,61274.8552489321,0.09874429371022889,2.7426042583698114,1832,True
多起终点,1,Ours 纵坡+横坡方向模型,Ours,8,112,445,870,280,20118.892826042913,49094.66565537913,0.40979793950055254,2.197430553571672,1465,True
多起终点,2,B0 标量坡度模型,B0,8,116,81,710,30,21581.376409026616,25127.60798022504,0.85887110408642,1.4634328690492657,743,True
多起终点,2,B1 仅纵坡方向模型,B1,8,116,81,710,30,3884.318321493231,30336.223437512213,0.1280422505291177,1.7667828364807403,899,True
多起终点,2,Ours 纵坡+横坡方向模型,Ours,8,116,81,710,30,17779.247911468992,25158.455055508217,0.7066907674673126,1.4652294039171676,742,True
多起终点,3,B0 标量坡度模型,B0,8,109,881,673,140,22296.199256119795,38420.27880692725,0.5803237235253937,1.4325494140220552,1142,True
多起终点,3,B1 仅纵坡方向模型,B1,8,109,881,673,140,5939.121840010307,49579.32942051491,0.11979028174497294,1.8486289406145369,1481,True
多起终点,3,Ours 纵坡+横坡方向模型,Ours,8,109,881,673,140,18922.17276851237,39077.24774682027,0.48422480751736346,1.4570453442729503,1147,True
