edge_id,from_row,from_col,to_row,to_col,edge_length_m,cum_distance_m,direction_deg,dz_m,elevation_start_m,elevation_end_m,alpha_parallel_deg,alpha_cross_deg,unit_cost,edge_cost
1,592,491,593,492,40.729776155842714,40.729776155842714,45.0,-21.0,3453.0,3432.0,-24.978451059325288,4.910756711106295,3.2091213015113507,130.70679226750394
2,593,492,594,493,40.729776155842714,81.45955231168543,45.0,-20.0,3432.0,3412.0,-26.568301422117358,3.1561306590973555,3.354588015120329,136.63161895092372
3,594,493,595,493,28.80030091600653,110.25985322769196,90.0,-6.0,3412.0,3406.0,-18.977339718586652,14.596429528741979,2.9408225559507004,84.69657455195963
4,595,493,596,494,40.729776155842714,150.9896293835347,45.0,-28.0,3406.0,3378.0,-34.2910087101051,6.9976026423628985,5.287896986807702,215.3748606078329
5,596,494,597,495,40.729776155842714,191.71940553937742,45.0,-34.0,3378.0,3344.0,-37.45716839325031,4.206926820866407,5.866652064828688,238.94742538468495
6,597,495,598,496,40.729776155842714,232.44918169522015,45.0,-34.0,3344.0,3310.0,-33.77805016913865,2.460171093620329,4.710591229814904,191.86132635203688
7,598,496,598,497,28.80030091600653,261.24948261122665,0.0,-11.0,3310.0,3299.0,-25.486860752943684,18.977339718586652,4.609841720295858,132.76482871968193
8,598,497,599,498,40.729776155842714,301.9792587670694,45.0,-29.0,3299.0,3270.0,-32.29924692688837,5.9515371526290455,4.683534198254531,190.75929951314131
9,599,498,600,499,40.729776155842714,342.7090349229121,45.0,-29.0,3270.0,3241.0,-36.99839867043231,3.8624993984189118,5.6355809821898335,229.53595191271614
10,600,499,601,500,40.729776155842714,383.43881107875484,45.0,-27.0,3241.0,3214.0,-27.90822629349372,4.908564888152766,3.670512240379842,149.4991419279517
11,601,500,601,501,28.80030091600653,412.23911199476134,0.0,-9.0,3214.0,3205.0,-14.01425989982795,10.3302620896938,1.9535897194939067,56.26397178784131
12,601,501,600,502,40.729776155842714,452.9688881506041,315.0,-10.0,3205.0,3195.0,-18.778686832605622,6.245670638833177,2.2955327004449333,93.49653304753927
13,600,502,599,503,40.729776155842714,493.6986643064468,315.0,-20.0,3195.0,3175.0,-19.770815038540288,14.744944499596393,3.0712213485405346,125.09015805110137
14,599,503,599,504,28.80030091600653,522.4989652224533,0.0,-4.0,3175.0,3171.0,-10.812522163340136,7.824816706903542,2.115598580241398,60.92987572842845
15,599,504,598,505,40.729776155842714,563.228741378296,315.0,-5.0,3171.0,3166.0,-12.417119874881632,10.433592938803361,1.7781997623825765,72.42567828221505
16,598,505,597,506,40.729776155842714,603.9585175341388,315.0,-21.0,3166.0,3145.0,-20.675218222413168,11.11080238647126,2.749831216821292,112.00000992747981
17,597,506,596,507,40.729776155842714,644.6882936899815,315.0,-10.0,3145.0,3135.0,-15.94409532019725,9.046362180575965,2.342418820160634,95.40619420837581
18,596,507,595,508,40.729776155842714,685.4180698458242,315.0,-1.0,3135.0,3134.0,-3.855579757201138,7.342408978080199,1.2481729818445453,50.83780615429906
19,595,508,595,509,28.80030091600653,714.2183707618308,0.0,-4.0,3134.0,3130.0,-7.4180298986541535,2.4805521137044124,1.081743632339074,31.154542125339262
20,595,509,595,510,28.80030091600653,743.0186716778373,0.0,-4.0,3130.0,3126.0,-7.907081131041212,8.221608543946155,1.6384036213432567,47.18651731656061
21,595,510,594,511,40.729776155842714,783.7484478336801,315.0,-19.0,3126.0,3107.0,-17.381583949819763,11.360495305035773,2.3690133418864585,96.48938312524034
22,594,511,594,512,28.80030091600653,812.5487487496866,0.0,-5.0,3107.0,3102.0,-16.655438883112723,7.327812201127041,2.2265971011626817,64.12666653219307
23,594,512,594,513,28.80030091600653,841.3490496656932,0.0,-5.0,3102.0,3097.0,-6.415171872511352,17.28244793054343,2.438016689065338,70.21561428332765
24,594,513,593,514,40.729776155842714,882.0788258215359,315.0,-13.0,3097.0,3084.0,-18.01530794936466,13.461818929442977,2.5628426398465405,104.38400704359861
